,0
13483,극동가미귀비탕
13484,극동시호가용골모려탕
13485,극동소승기탕
13486,극동보간환
13487,마누란
13488,수가톱
13489,프로드린
13490,극동궁귀교애탕
13491,극동삼황사심탕
13492,아이월드용담사간탕
13493,극동당귀사역가오수유생강탕
13494,아이월드작약감초탕
13495,극동계지가출부탕
13496,케리톤
13497,극동시함탕
13498,아이월드온청음
13499,아이월드반하후박탕
13500,스림스
13501,아이월드을자탕
13502,위스탄
13503,극동사군자탕
13504,아이월드마행감석탕
13505,극동진무탕
13506,아이월드구감초탕
13507,류머톨
13508,훼미친캅셀
13509,극동육군자탕
13510,극동월비가출탕
13511,극동십전대보탕
13512,극동대황목단피
13513,극동생강사심탕
13514,레디톤
13515,극동사물탕
13516,극동향사육군자탕
13517,비치
13518,극동시호계지탕
13519,극동계지복령환가대황
13520,아이월드육미지황탕
13521,아이월드형개연교탕
13522,린치스
13523,극동조위승기탕
13524,극동자음강화탕
13525,아이월드소경활혈탕
13526,극동인진오령
13527,극동황금탕
13528,유티카
13529,극동억간산가진피반하
13530,극동마행의감탕
13531,아이월드오적
13532,아이월드대시호탕
13533,극동영감출감탕
13534,극동도핵승기탕
13535,자미오
13536,감마
13537,극동소함흉탕
13538,극동의이인탕
13539,극동백호가인삼탕
13540,크라인
13541,극동반하백출천마탕
13542,아이월드오약순기탕
13543,극동방풍통성
13544,유리날
13545,덴티소짐캅셀
13546,에도락캅셀
13547,바로간캅셀
13548,에펠스
13549,극동십미패독탕
13550,수프맥스
13551,긴샘
13552,아이월드맥문동탕
13553,바나바캅셀
13554,극동계지가작약탕
13555,아이월드황련해독탕
13556,서흥캡슐엘롱게이트호
13557,서흥캡슐호
13558,서흥캡슐호
13559,서흥캡슐호
13560,서흥캡슐호
13561,이브론
13562,이브론
13563,영일피록시캄캅셀
13564,영일피록시캄캅셀
13565,알막틴
13566,맥투캅셀
13567,영일플로벤다졸
13568,카밍
13569,메모비스에이
13570,호웅
13571,쎄론
13572,헤모스틴캅셀
13573,스파콜캅셀
13574,토코젠캅셀
13575,엘바몬캅셀
13576,뉴로겐
13577,게리아톤
13578,금녹정캅셀
13579,이브론
13580,영일어린이용이부프로펜
13581,진솔
13582,코타이렉신캅셀
13583,이피톨
13584,한록정내복
13585,한록보내복
13586,사라
13587,디펜콜
13588,안시노드
13589,동인당비사코딜
13590,동인당디클로페낙나트륨
13591,와이덱스
13592,벤디아판
13593,동인당소아청심원
13594,동인당연령고본단
13595,동인당이부프로펜
13596,동인당이부프로펜
13597,판피롤
13598,동인당에토돌락밀리그람캅셀
13599,동인당에토돌락밀리그람캅셀
13600,탈라
13601,동인당염산리다미딘캅셀
13602,스카투신캅셀
13603,마르소
13604,락토구리
13605,씨씨원
13606,크레닉
13607,크레닉
13608,카루투스
13609,바로명캅셀
13610,동의보간환
13611,레피란스
13612,마네카
13613,셀바겐
13614,레노아
13615,실리콤
13616,프리티나
13617,류멕스
13618,텍시캄
13619,텍시캄주
13620,텍시캄
13621,에크로바
13622,삼우화이론
13623,새아스펜
13624,삼우돔페리돈
13625,복합프라임
13626,조하콜캅셀
13627,박톤
13628,시럭스캅셀
13629,코펜
13630,훈기날
13631,파상날
13632,에루진
13633,기넥신에프
13634,수도우황청심원
13635,수도칠향단
13636,력위
13637,포콜캅셀
13638,포콜
13639,구정캅셀
13640,생위삼환
13641,우리들암브록솔염산염
13642,수도알벤다졸
13643,레비틴
13644,우콜캅셀
13645,파라제에프
13646,티잘
13647,마록셀에스
13648,트인콤
13649,훼르망캅셀
13650,아스라콘캅셀
13651,페나투신
13652,유브론
13653,그린액제향
13654,하브론
13655,모리민
13656,헤루스
13657,디게스트
13658,모스톡캅셀
13659,비로판캅셀
13660,부틴
13661,대광비사코딜
13662,레그카론
13663,홍익보간환
13664,홍익육미지황환
13665,홍익청상보화환
13666,홍익거풍지보단
13667,다이야
13668,다이야펜캅셀
13669,원엔텔
13670,다이야겔
13671,살바돌엠
13672,금강우황청심원
13673,다이야콘
13674,멘파엘
13675,다이야펜
13676,솔다린에스
13677,쥬니팍스
13678,제리용
13679,천기보
13680,젤루비
13681,진기보
13682,크렌콜에이
13683,수정원
13684,기왕캅셀
13685,신젤정캅셀
13686,신일리바비린캅셀
13687,삼용톤알티사엑스트라포뮬라호
13688,세종보간환
13689,솔표금솔탕
13690,솔표쌍감탕
13691,삼비
13692,해감탕
13693,소아용노루핀에이
13694,칼앤씨발포
13695,텐텐발포
13696,콜스발포
13697,사라펜발포
13698,타펜발포
13699,쎄쎄발포
13700,복합써스펜좌약
13701,레디락스
13702,트리나
13703,트리나
13704,뮤코민캅셀
13705,타겐
13706,시리젠타
13707,후루젠타
13708,바로겐
13709,브론코민캅셀
13710,미노라제
13711,보리스
13712,녹우톤캅셀
13713,훼로몬캅셀
13714,크로펜
13715,폰타렉신캅셀
13716,한샘돔페리돈
13717,한샘이부프로펜
13718,한샘시메티딘
13719,한샘프로나제
13720,복합에그셀
13721,영톤
13722,살비조론귀약
13723,에그셀
13724,잔콜
13725,에트겐
13726,네오솔
13727,세비돈
13728,남미염산라니티딘
13729,시메드캅셀
13730,호리논
13731,암테롤
13732,소브테인캅셀
13733,베카린
13734,비비톤
13735,패스툴
13736,남미알벤다졸
13737,메클로펜캅셀
13738,에카파인캅셀
13739,남미디엘메치오닌캅셀
13740,라케스
13741,세라온
13742,포세타민캅셀
13743,트레반
13744,마르틴캅셀
13745,엘포린
13746,올셀라
13747,스베리
13748,텔판
13749,셀리움
13750,남미어린이이부프로펜
13751,비파린
13752,모프렌
13753,라모단캅셀
13754,페노그렌캅셀
13755,비스타진
13756,아비나솔
13757,루비덤
13758,넥스캄
13759,한유치과용요오드글리세린
13760,한유치과용페놀캄파
13761,한유치과용포르말린크레졸
13762,푸로피드
13763,브세펜
13764,데딘
13765,비베린캅셀
13766,경희메코발라민캅셀마이크로그람
13767,타제탄
13768,브로리제
13769,무비콤
13770,셀페롤
13771,포라리
13772,미다판캅셀
13773,세노비아
13774,키리스
13775,콜톱
13776,시말탄
13777,칼마린
13778,헤모셀트캅셀
13779,티스돌
13780,안토리
13781,파비스실리마린
13782,소롤캅셀
13783,말릭스
13784,암타나
13785,마로리제캅셀
13786,포린피아
13787,파비스암브록솔염산염
13788,파비스플루벤다졸
13789,안토리
13790,콜아벤
13791,신지환
13792,루피엔
13793,루피엔
13794,태진연령고본단
13795,뮤콜트로키
13796,코노락
13797,타코마캅셀
13798,다이젠
13799,태진천왕보심단
13800,태프린
13801,브롬페린
13802,셀부론
13803,코치람캅셀
13804,루피엔
13805,루피엔
13806,토푸민
13807,광쌍탕
13808,광동우황청심원
13809,영심
13810,아칸토엘
13811,광동당귀수
13812,광동형방패독
13813,녹보
13814,광동우황청심원현탁
13815,중경반하사심탕
13816,작감원
13817,풍원환
13818,심생원환
13819,우림반하사심탕
13820,풍원환
13821,카덱
13822,라센
13823,레비손
13824,베타콤캅셀
13825,투솔판
13826,화이크롬
13827,성진아세트아미노펜
13828,성진아세트아미노펜
13829,성진이부프로펜
13830,성진이부프로펜
13831,시리아민
13832,리노콜
13833,로이친캅셀
13834,포렌씨
13835,엘가피
13836,치스롤
13837,세라톤캅셀
13838,알파히드로코르티손
13839,알프론
13840,포빅스
13841,마타놀캅셀
13842,마호
13843,혈정환
13844,카르마린
13845,파스톤
13846,코리겔캅셀
13847,모니칼
13848,알파질산술코나졸
13849,알파테녹시캄
13850,머튼
13851,하돈캅셀
13852,테라메톨에스
13853,에스몰
13854,엘레멘
13855,훼마스캅셀
13856,하돈
13857,알듀
13858,알스틴
13859,타롱
13860,에스리바
13861,뮤코레톨
13862,에스씨엠
13863,바이홈
13864,보카시린
13865,에레스탄
13866,세록센
13867,토파치오민
13868,영풍에토돌락
13869,싸노핀
13870,나데나린캅셀
13871,판톨캅셀
13872,리졸캅셀
13873,엔진
13874,영풍소시호탕
13875,영풍반하후박탕
13876,스테빅스
13877,푸로미딘
13878,부로날
13879,폴톤캅셀
13880,보내칼
13881,유날
13882,오로테스
13883,파텍스
13884,테스폴캅셀
13885,영풍당귀작약탕
13886,영풍갈근탕
13887,영풍가미귀비탕
13888,영풍황련해독탕
13889,영풍보중익기탕
13890,영풍소청룡탕
13891,영풍안중
13892,영풍육미지황탕
13893,영풍이중탕
13894,영풍감맥대조탕
13895,그린폴
13896,스텐폴
13897,융걸생보
13898,아폴디
13899,융천보
13900,융겔디
13901,영풍반하사심탕
13902,영풍갈근탕가천궁신이
13903,영풍계지복령환
13904,영풍을자탕
13905,영풍오령
13906,영풍인진호탕
13907,영풍시호계지탕
13908,영풍시호가용골모려탕
13909,영풍맥문동탕
13910,영풍작약감초탕
13911,영풍온경탕
13912,영풍배농산급탕
13913,영풍방풍통성
13914,영풍계지가용골모려탕
13915,영풍계지가작약탕
13916,영풍용담사간탕
13917,영풍향사평위
13918,영풍계지복령가대황탕
13919,영풍알마게이트
13920,투베콜캅셀
13921,리오날
13922,샤렌
13923,안작
13924,크나덴
13925,라스팽
13926,킨토비타
13927,콤스탐
13928,카르타미
13929,하원아세트아미노펜
13930,하원나프록센
13931,하원니푸록사짓캅셀
13932,티프린
13933,하원이부프로펜
13934,하원이부프로펜
13935,하원아세트아미노펜
13936,쌘비텐캅셀
13937,판티나
13938,치신단환
13939,지풍환
13940,메라디캅셀
13941,파이타민
13942,바란스큐
13943,맨썰
13944,게리콤
13945,아이라캅셀
13946,엘카
13947,태준데카비타민
13948,린독실
13949,엠프톤
13950,포렉스
13951,한국우르소데스옥시콜린산캅셀
13952,엘펜타
13953,한국파모티딘
13954,한국파모티딘
13955,한국피록시캄캅셀
13956,한국피록시캄캅셀
13957,한국보간환
13958,암록심
13959,아이타겐
13960,쿨스롱
13961,한보우황청심원
13962,한보우황청심원
13963,파리트캅셀
13964,틴아제
13965,미다졸
13966,큐엘
13967,젠큐에프
13968,리터놀에프
13969,젠토민
13970,삼희돔페리돈
13971,에나톤
13972,삼희아세트아미노펜
13973,마마돌
13974,포라반
13975,우라바
13976,에스카치올캅셀
13977,듀베린
13978,테리놀
13979,신워나
13980,훼마린
13981,세화온신
13982,할진
13983,활비탄
13984,다레나
13985,에어민
13986,신바톤
13987,카로본
13988,모스콜캅셀
13989,엘란톤
13990,알피나
13991,크라운시메티딘
13992,젠타린
13993,크로아
13994,탠덤큐비타
13995,훼러캄비캅셀
13996,사노바스프레이
13997,명문염산암브록솔
13998,리토벤캅셀
13999,콜파캅셀
14000,미다졸
14001,카도린
14002,에소뻬로
14003,큐엘
14004,자스론
14005,젠큐에프
14006,리터놀에프
14007,정원플루벤다졸
14008,젠톤
14009,정원우소데
14010,젠토민
14011,에나콜
14012,헤파큐
14013,두
14014,레티날캅셀
14015,에나톤
14016,쉘
14017,헤파토민
14018,페리톤캅셀
14019,본칼
14020,경주변방우황청심환
14021,경주보간환
14022,경주태화환
14023,경주보간환
14024,세룰톤
14025,메가피놀
14026,아티손
14027,케이엠에스거풍지보단
14028,새한사스티드비누
14029,락티딘
14030,락티딘
14031,안티
14032,엘지염산피리독
14033,오가톤
14034,유영피록시캄캅셀
14035,유영피록시캄캅셀
14036,티오판
14037,스마졸
14038,버니솔
14039,오로민
14040,판리짐캅셀
14041,판리짐
14042,고르벨
14043,이테롤
14044,크로시드
14045,헤가논
14046,비셋캅셀
14047,두리스
14048,두리스에이
14049,가지론
14050,아로
14051,장우비마스
14052,상아황산콘드로이틴나트륨
14053,상아블리스텍스
14054,천수정캅셀
14055,비펜카타플라스마아쿠스탑카타플라스마
14056,제놀
14057,녹십자의공염화벤잘코늄
14058,동아위생말레인산클로르페니라민
14059,마디피놀
14060,위스톤
14061,모나리소캅셀
14062,삼익프로나제캅셀
14063,에소파제
14064,삼익보간환
14065,노자린
14066,카르뮤콘캅셀
14067,카르뮤콘캅셀
14068,타스베리캅셀
14069,삼익피록시캄캅셀
14070,크나론
14071,파록센
14072,삼익천왕보심단
14073,키디
14074,서울플루벤다졸
14075,하이놀
14076,서울에토돌락
14077,메그로
14078,시발진
14079,한비담
14080,렉센
14081,렉센
14082,호르반
14083,여단환
14084,성도아세트아미노펜
14085,성도파모티딘
14086,엘사이드
14087,엘사이드
14088,바젠탈
14089,후박셀
14090,서진탄산수소나트륨
14091,칼스테인캅셀
14092,말나
14093,연지환
14094,노르젠
14095,아이크
14096,알박셀
14097,로카인젤리
14098,옥소딘에프
14099,빅토마린
14100,칼트레이트디
14101,니조랄
14102,나프로신정밀리그람나프로신엘이
14103,나프로신정밀리그람나프로신엘이
14104,신플렉스정밀리그람필리핀수출용프라낙스정밀리그람프라낙스
14105,나프로신
14106,나프로신장용피정밀리그람수출명프록센이씨
14107,신플렉스정밀리그람호주수출용아나프록스정밀리그람필리핀수출용프라낙스포르테
14108,나프로신정밀리그람수출명나프로신엘이
14109,코러스아세트아미노펜
14110,참우황청심원
14111,참원방우황청심원
14112,아티어
14113,플라데뉴
14114,데리브로인
14115,대룡이부프로펜
14116,마페롤
14117,후루테론
14118,유니속
14119,한진의료용산소
14120,부산의료용산소
14121,한생
14122,산스타지
14123,레그카론
14124,나프로신정밀리그람수출명나프로신엘이
14125,중앙인진오령
14126,중앙소청룡탕
14127,중앙쌍금탕
14128,덴티나
14129,헤파로친캅셀
14130,씨네프
14131,쿨마크
14132,녹반
14133,신위환
14134,마미콜
14135,알파인
14136,메페네신캅셀
14137,중앙청간탕
14138,네오칼
14139,활정캅셀
14140,기선
14141,바로콤
14142,기상천켑셀
14143,명심캅셀
14144,박타
14145,바로겔현탁
14146,세라자임
14147,올타
14148,판시론지
14149,아비탑
14150,포리멘
14151,슈타젠
14152,암펙솔서방형캅셀
14153,위락스
14154,비셀
14155,멘솔파스
14156,만나씨
14157,만나씨캅셀
14158,누엘
14159,순기정캅셀
14160,싸이탈
14161,미오
14162,실비콤
14163,에디틴
14164,아나볼
14165,싸이트란
14166,한풍황금
14167,녹익장내복
14168,금부란캅셀
14169,게리피아
14170,마진가내복
14171,한풍쌍화탕내복
14172,갈그나내복
14173,용강보캅셀
14174,한풍보간환
14175,베타셀
14176,센씨
14177,한일인도메타
14178,화이
14179,프로골드
14180,녹기정캅셀
14181,아민브이
14182,아이와이청간탕
14183,황삼천
14184,탁비원
14185,탁콜
14186,금보탕
14187,인포탄
14188,일양피앤에프거풍지보단
14189,일양피앤에프보간환
14190,생력
14191,잔투
14192,종근당갈근탕
14193,모드콜캅셀
14194,넬민
14195,겔마톤
14196,마마라제
14197,가막
14198,사통정캅셀
14199,오이로바
14200,리오톤
14201,알톤
14202,오르파
14203,유니롤아이유
14204,운귀담
14205,만강보
14206,오황
14207,동아청간탕
14208,원심
14209,슈바톤현탁
14210,유유베쿠니스장용
14211,판판씨
14212,유유락시플란트
14213,유유베쿠니스침
14214,헤모로빈캅셀
14215,유캄
14216,슈바톤에프
14217,유유베노플란트리타드
14218,조박스
14219,스링쿨
14220,보생캅셀
14221,리벤트
14222,헤너싱
14223,중외관류용멸균증류수
14224,엑스파캅셀
14225,뷰티콘
14226,스파이크
14227,게스날
14228,커버
14229,바리타민
14230,삼성호르몬
14231,키메란
14232,녹강
14233,마이미캅셀
14234,에치나제
14235,삼천리테르페나딘
14236,포리자임
14237,파니틴
14238,암브롱서방형캅셀
14239,솔기톤
14240,카미졸
14241,스피자임
14242,디스페돈
14243,대한보간환
14244,대한천왕보심단
14245,펩티다제
14246,쎌레톤
14247,암솔캅셀
14248,암솔
14249,파라돌
14250,한민프로나제캅셀
14251,엘칸디엑
14252,락토메드
14253,아로민
14254,파나톤
14255,후루벤
14256,누코미트
14257,누코미트
14258,폴레너지액및캅셀
14259,아이비탈
14260,아피토닉
14261,기보
14262,티스필캅셀
14263,이젠미
14264,에프롤
14265,폴라미노
14266,셀레박스
14267,조안
14268,셀비락
14269,뉴프렌
14270,틴은
14271,히비딘로오숀
14272,히비딘
14273,도리스
14274,신화도핵승기탕
14275,신화보간환
14276,신화우황청심원
14277,신화의이인탕
14278,신화소건중탕
14279,신화감초탕
14280,신화청심연자음
14281,신화에토페나메이트
14282,비장원
14283,고금방
14284,신화안중
14285,신화궁귀교애탕
14286,신화곽향정기
14287,신화계마각반탕
14288,신화생강사심탕
14289,신화용담사간탕
14290,신화방풍통성
14291,신화온경탕
14292,신화온청음
14293,신화반하백출천마탕
14294,추천
14295,한옥정캅셀
14296,정우보간환
14297,정우쌍화탕
14298,천보환
14299,정우거풍지보단
14300,정우옥천환
14301,청감
14302,루이씨
14303,제일총명탕
14304,열감탕
14305,칼스믹
14306,데큐비
14307,대웅엘멕스
14308,대웅아스코르빈
14309,대웅아스코르빈
14310,클로헥신트로키
14311,유비텐
14312,대웅간구유
14313,대웅옥천환
14314,미란타투
14315,안티푸라민로오숀
14316,푸로나민
14317,아망씨
14318,유한쌍화탕
14319,알마
14320,콘택캅셀
14321,멘트린외용
14322,바이올캅셀
14323,셀빅트
14324,베로타드서방형캅셀
14325,튜란트
14326,튜란트
14327,수크라민
14328,칼스비타
14329,훼로칼
14330,용신보
14331,리놀캅셀
14332,지엘
14333,오리테론
14334,순천당청간탕
14335,라파
14336,비스루트
14337,판개롱
14338,페로세린
14339,휀씨
14340,헤마트롭
14341,아남연령고본단
14342,소창환
14343,건보호구환
14344,아남비사코딜
14345,오가놀
14346,하이드캅셀
14347,금오만령단
14348,티시졸
14349,오트린
14350,이탄탄
14351,대우우황청심원현탄
14352,에르민
14353,대우테녹시캄
14354,대우테녹시캄
14355,레지톤
14356,비스놀
14357,레비트
14358,사로판캅셀
14359,지메롤
14360,대우아시클로버
14361,헤바토닐캅셀
14362,인타센
14363,미루겐
14364,페타론
14365,메티콘
14366,테드릴
14367,새마홈
14368,동화메라롭
14369,왕록
14370,활코민
14371,에이겔현탁
14372,동화락테올
14373,알마세
14374,게로나
14375,안타존캅셀
14376,효성테녹시캄
14377,효성테르페나딘
14378,효성테르페나딘
14379,효성보간환
14380,온자왕
14381,마이라민
14382,파로돌
14383,담담로숀
14384,효성비타민에이유
14385,효성비타민에이유연질캅셀아이유
14386,사마쿨캅셀
14387,아이코코
14388,게로탑
14389,갈렌
14390,루나로션
14391,하덴쿨로션
14392,일화레토스테인캅셀
14393,스트나민
14394,나프란
14395,안비탈
14396,버마드
14397,쥬니
14398,위라제
14399,안치
14400,동산치과용요오드글리세린
14401,타미딘
14402,사모니캅셀
14403,다미로션
14404,동사니
14405,베다니
14406,세무톤
14407,무슈톤
14408,진쿨
14409,유니그린
14410,파스탄밀리리터
14411,유그린
14412,에스판
14413,금진탕
14414,영황편캅셀
14415,멘담키
14416,명보원
14417,영진구론디
14418,영진구론산바몬드
14419,목셀
14420,영진구론산바몬드액영진구론산바몬드스파클링
14421,히루소
14422,테니탈환
14423,마이간환
14424,수인보간환
14425,수민보간환
14426,셀비렉콤
14427,프오란
14428,중앙총명탕
14429,케리판인질캅셀
14430,글루메톤
14431,중앙반하
14432,사녹정캅셀
14433,캔톤
14434,맥코민
14435,엘파캅셀
14436,탄셀
14437,중앙황기
14438,편탁캅셀
14439,완스민
14440,칼스민
14441,근화엘라제
14442,레토졸
14443,역발
14444,미야리산비타
14445,위주락
14446,보드로
14447,청계미야
14448,태창테녹시캄
14449,태창테녹시캄
14450,사투란
14451,시리톤
14452,옥소리놀
14453,토니겐
14454,히스탄
14455,태창실리마린
14456,스테난
14457,삼천당시메티딘
14458,삼천당레토스테인캅셀
14459,환정보캅셀
14460,엘파
14461,로비탄
14462,삼천당돔페리돈현탁
14463,마오그
14464,호라
14465,인터칼
14466,토비롭
14467,젠타놀
14468,조킨
14469,호킨캅셀
14470,호킨
14471,실리두
14472,파제
14473,헤바트론
14474,태극천왕보심단
14475,옥소텐
14476,태극거풍지보단환
14477,사롱
14478,용정원환
14479,태극거풍지보단환
14480,태극보간환
14481,카네로
14482,계명원방우황청심원
14483,브로민환
14484,실스키프
14485,헤모라딘캅셀
14486,오라졸
14487,안비놀
14488,세미론
14489,헤로민환
14490,헤바톤
14491,유토반캅셀
14492,왕정원
14493,진로쌍화탕
14494,진로갈근탕
14495,네바론
14496,씨오크
14497,암비날서방형캅셀
14498,제이알보간환
14499,제이알세프라딘캅셀
14500,제이알세프라딘캅셀
14501,제이알세팔렉신캅셀
14502,제이알세팔렉신캅셀
14503,제이알미데카마이신캅셀
14504,제이알진로에리스로마이신에스톨레이트캅셀
14505,제이알세파트리진프로필렌글리콜캅셀밀리
14506,제이알치암페니콜캅셀
14507,제이알치암페니콜캅셀
14508,제이알염산미노사이클린캅셀
14509,제이알염산미노사이클린캅셀
14510,리바론
14511,씨크로
14512,다스판
14513,녹기
14514,아네론캅셀
14515,황수정캅셀
14516,에스컵
14517,록활정캅셀
14518,에스짐캅셀
14519,삼소탕
14520,하치올
14521,시믹씨엠오코리아천왕보심단
14522,아코
14523,물드라민
14524,가스트롤캅셀
14525,황삼비캅셀
14526,야코나캅셀
14527,하프멘
14528,스파탐
14529,모아칼
14530,스파탐캅셀
14531,보령총명탕
14532,칼비톤
14533,보쌍탕
14534,포스겔지현탁
14535,헤파리겐
14536,일양테르페나딘
14537,새루모
14538,제노아아이유
14539,알드린
14540,마미돌
14541,두산염산치아민
14542,우호돌
14543,비카딜
14544,비티
14545,엔지판
14546,락틴캅셀
14547,카르젠
14548,마니또츄
14549,토파제
14550,경신환
14551,천혜당옥천환
14552,천혜당가미영신환
14553,한국양행아세트아미노펜
14554,세타제
14555,코아제
14556,로토리캅셀
14557,칸타시드
14558,페인나
14559,하나콜캅셀
14560,로테롤
14561,아미톤
14562,라네이드
14563,라네이드
14564,쎄레몬
14565,울소빌
14566,치아돌
14567,마그비트
14568,훼리반캅셀
14569,프로박스에프
14570,지아타제
14571,복합소부날
14572,천우가감팔미환
14573,옥천원
14574,신효환
14575,천일연령고본단
14576,마놀탑
14577,웅비정캅셀
14578,신신파스
14579,디펜롱스프레이
14580,티노프
14581,옵티스캅셀
14582,푸록스프레
14583,실리담
14584,진자이톤
14585,푸레타민캅셀
14586,하토닌
14587,헬키딘
14588,물린디
14589,프로티손
14590,비칸캅셀
14591,크로미아
14592,파노진
14593,아보타제캅셀
14594,하비탈
14595,녹생정캅셀
14596,콘그짐
14597,바비온
14598,동구히드로탈시트
14599,나로지드캅셀
14600,폴레시틴
14601,대하디클로페낙나트륨
14602,원진사청환
14603,원진파모티딘
14604,노마린
14605,카미솔
14606,호멜
14607,정대환
14608,원진향사평위
14609,원진인진오령
14610,원진사물탕
14611,원진보증익기탕
14612,원진십전대보탕
14613,아폴
14614,메바민캅셀마이크로그람
14615,포렌샬
14616,원진실리마린
14617,원진실리마린
14618,셀리온
14619,셀크롬
14620,리바그란
14621,진테롤
14622,헤모랄
14623,그라놀
14624,다림말레인산트리메부틴
14625,원진갈근탕
14626,원진파모티딘
14627,일성리노코트캅셀
14628,소브리나캅셀
14629,삼황위평수
14630,인트로진
14631,옥소레실
14632,게루마현탁
14633,에스카라민
14634,금토삼
14635,옥소레실
14636,세피나캅셀
14637,세피나캅셀
14638,인부로민
14639,게라민
14640,안미쓰
14641,레바킨
14642,세나제
14643,본페낙
14644,푸나신캅셀
14645,빠지론캅셀
14646,아멜
14647,아멜
14648,알벤솔
14649,안니스
14650,지스날캅셀
14651,덴탈민캅셀
14652,탈시론
14653,리젤
14654,도노
14655,엘프
14656,양구민씨
14657,터페나
14658,브롬렉스
14659,소피아
14660,니나졸
14661,리바헬
14662,타탕
14663,이나
14664,로센
14665,레
14666,브롬렉스
14667,세티콘
14668,감수탕
14669,도라곤
14670,광금탕
14671,광천탕
14672,돔아돈현탁
14673,광일안스라린
14674,키메스
14675,이덴
14676,황보웅캅셀
14677,락시
14678,청풍호환
14679,브래싱
14680,보량환
14681,유니마린
14682,용표우황청심원현탁
14683,환청환
14684,녹위단
14685,갈마탕
14686,익수안중산현탁
14687,신갈탕
14688,부롬메토캅셀
14689,이튼캅셀
14690,큐리간
14691,렉시통
14692,록청환
14693,삼기왕환
14694,명화환
14695,삼기황
14696,킨코불캅셀
14697,까스메코현탁
14698,메타리온
14699,크레딜
14700,폴젠
14701,리오비타
14702,비스마겐
14703,파마보간환
14704,파마아시클로버
14705,페스돈
14706,니토졸
14707,세니카
14708,삼진알벤다졸
14709,아프로친캅셀
14710,조위겔현탁
14711,판티라제
14712,자이카
14713,한국유나이트산화마그네슘캅셀
14714,한국유나이트산화마그네슘캅셀
14715,칸타졸에어로졸
14716,인도스프레이파스
14717,토나셀
14718,대일미니팝카타플라스마
14719,판세라제
14720,히루소
14721,바이놀
14722,원경거풍지보단
14723,매클
14724,삼보보간환
14725,원탁
14726,한중청화보음탕
14727,한중연주음
14728,한중월비가출탕
14729,한중작약감초탕
14730,한중소경활혈탕
14731,한중소풍
14732,한중산조인탕
14733,한중소함흉탕
14734,바이엘아스피린
14735,바이아스핀
14736,본비날
14737,에바크린
14738,파밀톤캅셀
14739,카말론
14740,슈코마제
14741,코날빈캅셀
14742,나오
14743,미손
14744,듀민
14745,폴마
14746,네슈릭
14747,비스카딜
14748,말탄
14749,캐마론
14750,나몬칼
14751,새스민
14752,사이펀
14753,신텍스주자독서환
14754,신텍스보간환
14755,기화양혈장근건보환
14756,신텍스온청음
14757,신텍스옥천환
14758,신텍스인진호탕
14759,펜코트
14760,슈브렉스
14761,헤모돔캅셀
14762,코로날캅셀
14763,보미겔현탁
14764,한양십미패독환
14765,청요환
14766,한양소아청심원가우황
14767,한양양비환
14768,한양건비환
14769,슬킹
14770,리부론캅셀
14771,카마스
14772,산스보캅셀
14773,힐스킹
14774,마스콘
14775,천심
14776,한신소시호탕
14777,한신배농산급탕
14778,한황수
14779,동신티오프로닌
14780,엘코크
14781,동신아시클로버
14782,선용보
14783,동신쌍화탕
14784,엘코진캅셀
14785,신룡원
14786,플루덴츄
14787,자비모
14788,신성총명탕
14789,신성염산암부록솔
14790,아덱손
14791,신성라니티딘
14792,글로민
14793,신성칠향단
14794,오뷰콘질
14795,경희신보원
14796,삼영육군자탕
14797,삼영감맥대조탕
14798,삼영영계출감탕
14799,경희인패원
14800,삼영청상방풍탕
14801,경희디셀원
14802,삼영자음강화탕
14803,삼영가미소요
14804,경희해독원
14805,사감탕
14806,삼영청간탕
14807,안중
14808,남양돔페리돈
14809,남양보간환
14810,리나실
14811,비스놀
14812,남양보간환
14813,남양염산라니티딘
14814,남양염산라니티딘
14815,타비놀캅셀
14816,디오칼
14817,페리친캅셀
14818,리보트렉스
14819,포날틴
14820,카시바
14821,코모졸
14822,케바논
14823,에코발
14824,알사닉
14825,산토스
14826,판솔
14827,에도락
14828,극동디나트륨인산덱사메타손주사
14829,여다미
14830,팔수
14831,극동곽향정기
14832,아이월드사역
14833,극동마황탕
14834,극동당귀건중탕
14835,아이월드쌍화탕
14836,극동향소
14837,극동신비탕
14838,아이월드시호청간탕
14839,극동인삼패독
14840,아이월드감초탕
14841,아이월드배농산급탕
14842,극동탁리소독음
14843,극동궁귀조혈음
14844,아이월드청심연자음
14845,아이월드당귀수
14846,극동당귀음자
14847,극동복령음
14848,극동형방패독
14849,아이월드삼령백출
14850,코스탈
14851,노지안
14852,극동오수유탕
14853,극동대건중탕
14854,극동소풍
14855,카르비
14856,뮤코브론
14857,아타소프현탁
14858,아타소프
14859,요레틴
14860,페리세라
14861,판우디
14862,하로파
14863,이시놀
14864,지마겐
14865,디펜콜
14866,만도락스
14867,우감킹캅셀
14868,동인당보간환
14869,피스로
14870,맥가이
14871,아로진
14872,레나돌캅셀
14873,무발
14874,셀로민씨
14875,로모스
14876,알태고
14877,에스까르캅셀
14878,로토리캅셀
14879,칸타시드
14880,동인당알벤다졸
14881,지푸캅셀
14882,지푸
14883,네오포탄
14884,디반캅셀
14885,미크렌
14886,비오렉스
14887,감마라민
14888,나코드린
14889,라메린
14890,케프졸
14891,페치린캅셀
